,ID2,ID8,ID14,ID20,ID26,ID32,ID38,ID44,ID50,ID56,ID62,ID68,ID74,ID80,ID86,ID92,ID98,ID104,ID110,ID116
ENSMUSG00000108414,0.693147181,2.397895273,3.044522438,0,2.564949357,2.944438979,3.044522438,2.197224577,3.761200116,2.995732274,4.060443011,0,0,4.025351691,2.833213344,0.693147181,0,3.258096538,2.995732274,3.526360525
ENSMUSG00000108421,0,0,2.890371758,2.197224577,0,3.044522438,0,2.397895273,0,0,0,2.197224577,0,2.708050201,0,0,0,2.397895273,1.609437912,1.945910149
ENSMUSG00000108434,4.025351691,3.091042453,3.828641396,4.369447852,4.007333185,2.397895273,4.17438727,3.688879454,4.634728988,1.609437912,3.295836866,3.80666249,2.944438979,4.204692619,3.988984047,4.110873864,3.135494216,2.890371758,4.584967479,3.80666249
ENSMUSG00000108435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147181,2.397895273,2.079441542
ENSMUSG00000108442,0,0,0.693147181,0,0,0.693147181,0,0,1.098612289,0,0,0,0,0,0,0,0,0.693147181,0.693147181,0
ENSMUSG00000108443,0,0,0,2.995732274,1.609437912,0,2.079441542,0,0,2.564949357,1.098612289,3.295836866,0,0,0.693147181,0,0,0.693147181,1.386294361,2.48490665
ENSMUSG00000108446,3.17805383,0,0,0,2.197224577,0,0,0,0,0,3.091042453,0,0,2.772588722,1.609437912,0,0,2.833213344,0,0
ENSMUSG00000108447,0,0,1.945910149,0,0,1.098612289,2.63905733,0.693147181,0,0,1.098612289,0,0,0,1.386294361,0,0,0,0,0
ENSMUSG00000108450,0,0.693147181,1.945910149,0,0.693147181,0,1.609437912,0,0,1.945910149,0,0,0,0,1.609437912,0,0,0.693147181,0,0
ENSMUSG00000108455,1.791759469,0,2.995732274,0,3.610917913,0,2.48490665,0,0,0,2.079441542,0,2.48490665,2.63905733,2.397895273,0,0,0.693147181,0,0
ENSMUSG00000108456,0,0,0,1.609437912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.48490665,0
ENSMUSG00000108460,0,0.693147181,0,0,2.079441542,0,0.693147181,2.197224577,0,2.079441542,3.295836866,0.693147181,0.693147181,0,1.098612289,0,2.197224577,1.945910149,1.098612289,2.772588722
ENSMUSG00000108461,2.397895273,0,0,0,0.693147181,0,1.791759469,0,3.36729583,0,0,2.772588722,0,0,0,1.791759469,3.496507561,2.197224577,3.044522438,2.564949357
ENSMUSG00000108465,0,0,1.609437912,0,2.397895273,0,3.258096538,0,2.63905733,2.197224577,1.945910149,2.890371758,0,0,3.091042453,1.791759469,0,0.693147181,0,3.17805383
ENSMUSG00000108466,0,0,0,1.609437912,0,0,0,0,1.791759469,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000108472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.098612289,0,0,2.564949357,0,0
ENSMUSG00000108474,3.17805383,2.197224577,0,0,3.17805383,2.995732274,3.33220451,3.912023005,0,3.401197382,3.496507561,3.17805383,2.944438979,2.890371758,3.091042453,0,2.995732274,2.397895273,2.48490665,2.995732274
ENSMUSG00000108476,0,0,0,0,0,0,2.63905733,0.693147181,0.693147181,0,0,0,0,0,0.693147181,1.609437912,0,0.693147181,0,0.693147181
ENSMUSG00000108477,0,0,0,0,0,0,0,0.693147181,0,0,0,0,0,0,0,1.098612289,0,0,0,0
ENSMUSG00000108478,2.397895273,2.995732274,3.17805383,1.098612289,2.944438979,2.833213344,0,0,0,0,0,0,0,0,0,3.555348061,0,3.496507561,0,0
ENSMUSG00000108483,0,0,1.609437912,0,0,1.791759469,0,0,0,0,0,0,0,0,0,0,0,1.609437912,0,0
ENSMUSG00000108486,1.098612289,0,0,0,0,3.36729583,1.791759469,0,0,0,0.693147181,0,0,0,1.609437912,2.890371758,0,0,0,1.098612289
ENSMUSG00000108491,1.386294361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147181,0,0
ENSMUSG00000108493,0,0,0,0,0,0,0,0,0,2.48490665,0,0,0,0,1.609437912,0,0,0,0,1.945910149
ENSMUSG00000108494,0,3.401197382,1.609437912,1.609437912,0,2.772588722,2.890371758,0.693147181,3.218875825,1.609437912,0,3.17805383,0.693147181,4.060443011,1.386294361,0,0,2.302585093,0.693147181,0.693147181
