,ID2,ID8,ID14,ID20,ID26,ID32,ID38,ID44,ID50,ID56,ID62,ID68,ID74,ID80,ID86,ID92,ID98,ID104,ID110,ID116
ENSMUSG00000048118,4.94875989,5.940171253,5.214935758,5.897153868,5.549076085,5.645446898,5.986452005,5.739792912,6.03068526,5.631211782,5.823045895,5.525452939,5.762051383,5.814130532,5.252273428,5.356586275,5.272999559,5.351858133,5.068904202,5.942799375
ENSMUSG00000048120,0,0.693147181,0,1.791759469,2.564949357,3.36729583,0.693147181,1.386294361,2.302585093,1.791759469,1.098612289,2.890371758,2.079441542,0,0,0,0.693147181,0,2.708050201,0.693147181
ENSMUSG00000048126,0,2.564949357,0,1.098612289,2.302585093,0.693147181,1.945910149,1.098612289,0.693147181,0,1.098612289,3.295836866,1.098612289,0,1.609437912,2.944438979,1.098612289,2.772588722,0,1.098612289
ENSMUSG00000048138,0,0,0,0,0.693147181,3.401197382,0,0,0,0,0,0,0,0,0,0,1.945910149,0,0,0.693147181
ENSMUSG00000048142,5.393627546,6.001414878,5.902633333,5.96870756,6.180016654,5.934894196,5.796057751,6.135564891,6.124683391,5.899897354,6.011267174,5.837730447,5.693732139,5.666426688,5.18178355,5.84932478,5.583496309,5.624017506,6.440946541,6.169610732
ENSMUSG00000048148,3.044522438,2.890371758,3.401197382,2.890371758,4.060443011,3.496507561,3.401197382,3.36729583,3.912023005,2.833213344,3.970291914,0,2.708050201,2.397895273,3.044522438,4.204692619,3.951243719,1.098612289,3.295836866,3.761200116
ENSMUSG00000048154,3.850147602,4.317488114,5.030437921,4.33073334,4.369447852,3.610917913,4.820281566,4.382026635,4.406719247,4.17438727,4.859812404,4.795790546,4.532599493,4.934473933,4.394449155,4.110873864,4.343805422,4.615120517,4.356708827,4.343805422
ENSMUSG00000048163,0,2.833213344,1.945910149,2.564949357,1.386294361,0,3.555348061,2.397895273,0,0,2.48490665,2.079441542,2.944438979,3.33220451,2.890371758,3.295836866,3.610917913,3.583518938,3.871201011,3.17805383
ENSMUSG00000048170,3.688879454,4.477336814,2.48490665,4.624972813,4.382026635,4.510859507,4.605170186,4.465908119,4.158883083,4.077537444,3.218875825,3.135494216,3.737669618,3.496507561,3.891820298,3.828641396,4.234106505,4.454347296,4.454347296,4.219507705
ENSMUSG00000048174,0,0.693147181,3.135494216,1.098612289,0,0,1.386294361,1.098612289,0,0,0,0,1.098612289,0,0,0,0,0,0,0
ENSMUSG00000048175,4.077537444,3.583518938,3.218875825,3.433987204,3.044522438,2.772588722,2.772588722,3.761200116,1.791759469,3.583518938,3.80666249,2.995732274,2.63905733,3.091042453,2.772588722,3.737669618,3.891820298,3.218875825,4.304065093,1.945910149
ENSMUSG00000048186,3.465735903,1.098612289,2.708050201,3.091042453,2.197224577,3.688879454,2.890371758,0.693147181,1.609437912,1.791759469,3.218875825,3.218875825,1.098612289,3.970291914,2.197224577,3.850147602,3.401197382,0.693147181,2.564949357,2.397895273
ENSMUSG00000048200,2.708050201,0,3.091042453,1.386294361,0.693147181,1.609437912,1.098612289,0,1.386294361,0,0,0,2.564949357,0,1.386294361,2.890371758,0,0,0,2.890371758
ENSMUSG00000048216,4.624972813,3.526360525,4.189654742,4.820281566,4.700480366,3.871201011,4.077537444,4.234106505,4.33073334,3.465735903,4.644390899,4.343805422,4.248495242,3.433987204,3.465735903,4.077537444,3.871201011,4.532599493,4.234106505,3.784189634
ENSMUSG00000048217,0,0,0.693147181,1.386294361,0,0,0,0,0,0,0,0,0,0.693147181,0.693147181,0,0,0,0,0
ENSMUSG00000048218,0,2.48490665,1.386294361,2.995732274,0.693147181,1.098612289,2.079441542,2.772588722,0,0,2.833213344,0,2.890371758,0,1.791759469,3.091042453,2.63905733,3.784189634,0.693147181,1.386294361
ENSMUSG00000048222,4.65396035,4.143134726,3.091042453,4.143134726,4.060443011,4.17438727,3.951243719,3.401197382,2.63905733,3.526360525,3.433987204,3.871201011,3.33220451,3.713572067,3.663561646,3.496507561,3.850147602,3.737669618,3.912023005,3.63758616
ENSMUSG00000048232,1.098612289,2.944438979,2.995732274,3.663561646,3.33220451,3.80666249,3.80666249,2.944438979,3.295836866,2.833213344,3.33220451,3.761200116,2.302585093,3.044522438,1.945910149,3.044522438,3.970291914,3.044522438,3.465735903,2.302585093
ENSMUSG00000048234,2.772588722,4.276666119,3.610917913,3.433987204,3.496507561,4.007333185,3.218875825,3.295836866,4.17438727,4.094344562,4.094344562,3.912023005,3.63758616,3.850147602,3.401197382,2.63905733,3.295836866,3.044522438,4.615120517,4.094344562
ENSMUSG00000048240,5.043425117,5.953243334,5.379897354,5.497168225,5.686975356,6.06610809,5.686975356,5.472270674,5.85220248,5.493061443,5.442417711,5.568344504,5.497168225,6.035481433,5.117993812,5.752572639,4.882801923,5.659482216,5.948034989,5.583496309
ENSMUSG00000048249,5.424950017,6.11368218,5.472270674,5.666426688,6.104793232,5.693732139,5.860786223,6.100318952,5.545177444,5.81711116,5.953243334,5.129898715,5.521460918,5.874930731,5.147494477,5.484796933,5.402677382,5.645446898,5.634789603,5.934894196
ENSMUSG00000048251,5.796057751,6.481577129,6.124683391,6.278521424,6.529418838,6.408528791,6.436150368,6.194405391,6.184148891,6.118097198,6.118097198,6.315358002,6.280395839,6.251903883,5.605802066,6.508769137,6.047372179,6.432940093,6.269096284,6.261491684
